Judul,Topik 1,Topik 2,Topik 3
"PERANCANGAN TATA LETAK GUDANG PRODUK JADI PT. X DENGAN PENDEKATAN SHARED STORAGE
",0.9969035056280188,0.0015467561847359234,0.001549738187245352
Analisis Ergonomi Kognitif untuk Mengetahui Performansi Short Term Memory Mahasiswa Hafidz Al-Qurâan di Universitas Trunojoyo Madura dengan Metode Taguchi,0.0013041003929888536,0.513761841539635,0.4849340580673761
"ANALISIS PRODUKTIVITAS DAN LIMBAH HASIL PRODUKSI DENGAN PENDEKATAN GREEN PRODUCTIVITY (Studi Kasus: PT.Kelola Mina Laut, Sampang)",0.3016952528011794,0.6967677887011241,0.0015369584976965799
"PENDEKATAN DESIGN FOR SUSTAINABILITY PADA PERANCANGAN ICE BOX BERBAHAN KOMPOSIT SEKAM PADI-RESIN
( Studi Kasus : Nelayan Desa Blimbing Kec. Paciran Kab. Lamongan)",0.0021436935269662544,0.002157037987663929,0.9956992684853698
MPLEMENTASI SYSTEM ERP (ENTERPRISE RESOURCES PLANNING) MODUL PURCHASING DAN SALES DENGAN MENGGUNAKAN ADEMPIERE,0.9957187427800039,0.0021511011463329734,0.002130156073663178
Knowledge Management: Perancangan Model Knowledge Sharing di Bappeda Bangkalan,0.0017374982968551618,0.996521134663045,0.0017413670400997904
"Penilaian Komponen Teknologi Untuk Menentukan Posisi Industri Pesaing Batik Tulis  Madura
",0.001522298237447057,0.9969797473889258,0.0014979543736272705
Implementasi Association Rule Trehadap Layout Produk,0.9957543760452395,0.002117829464731355,0.0021277944900292022
"OPTIMASI QUANTITY JUAL PRODUK BERAS DAN QUANTIY BELI GABAH PADA UD.SARI INDAH DENGAN METODE LINIER PROGRAMMING 
(STUDI KASUS:  UD.SARI INDAH, KEC. BENJENG - KAB. GRESIK)
",0.7706674569810289,0.2280299539712766,0.0013025890476943988
"ANALISIS KELAYAKAN USAHA MINUMAN HERBAL CELUP (HERBALUP) LAB. MANUFACTUR

",0.9976131806650997,0.0011947151207632946,0.0011921042141369497
PERBAIKAN KUALITAS PROSES PENYULINGAN MINYAK SOLAR DENGAN MENGGUNAKAN METODE TAGUCHI,0.22534519265608913,0.0021384236257593085,0.7725163837181516
Prediksi Keberhasilan Akademis Mahasiswa Fakultas Teknik Universitas Trunojoyo Madura dengan menggunakan metode Regresi logistik,0.0017240547015612462,0.0017207278058124045,0.9965552174926263
PENDEKATAN VALSAT (VALUE STREAM ANALYSIS TOOLS) UNTUK MENGURANGI WASTE PADA SISTEM PRODUKSI DI UD. ALFIAN JAYA. Sidoarjo,0.9952214909053141,0.002386836656837112,0.0023916724378487964
EVALUASI DAN PERBAIKAN METODE KERJA PADA AKTIVITAS MANUAL DENGAN METODE LOADING ON THE UPPER BODY ASSESSMENT (LUBA) DAN JOB STRAIN INDEX (JSI),0.0024647963951052003,0.0024732156234084416,0.9950619879814865
"PENENTUAN JUMLAH PRODUKSI ROKOK PADA PT. 1001 ALAMI MENGGUNAKAN MODEL OPTIMASI 
LINEAR PROGRAMMING
",0.995879767684805,0.002056330455519187,0.002063901859675891
IMPLEMENTASI SYSTEM ERP (ENTERPRISE RESOURCES PLANNING) ADEMPIERE BAGIAN PRODUKSI PADA PT. X ,0.5198493378664285,0.47828795714459804,0.0018627049889735278
"Prediksi Peluang Perpindahan Merk Mie Instan 
Dengan Menerapkan Analisis Rantai Markov 
Untuk Menentukan Strategi Harga
",0.9957191656353596,0.002149470968167447,0.002131363396472951
Implementasi Sistem ERP (Enterprise Resources Planning) Modul Human Resources Dengan Menggunakan Adempiere Pada Studi Kasus di PT. X,0.003099759968992423,0.0030835210419757103,0.9938167189890319
Analisis Pemetaan Positioning Konsumen Bebek Songkem Untuk Fokus Strategi Pemasaran Dengan Metode Multivariat (Multidimensional Scaling),0.0012940949650006497,0.9587342474320584,0.03997165760294105
ANALISIS VARIABEL YANG MEMPENGARUHI CONSUMER DECISION MAKING PROCESS PADA KONSUMEN BEBEK SINJAY UNTUK FOKUS STRATEGI PEMASARAN MENGGUNAKAN ANALISIS PATH,0.0022685442366438594,0.9954585435354609,0.0022729122278952927
"Analisis Pengaruh Harga Produk, Kualitas Produk, Harapan Pelanggan dan Citra Merek terhadap Loyalitas Pelanggan melalui Kepuasan Pelanggan Produk Laptop Acer",0.0016583877634919633,0.9966719284872021,0.0016696837493059182
"RANCANG BANGUN MESIN PENCUCI ALAT RUMAH TANGGA (PIRING, SENDOK, GARPUH, DAN GELAS) DENGAN MENGGUNAKAN METODE VDI 2221",0.9908246731728491,0.004574280788125089,0.004601046039025819
Model Prediksi Status Kredit Nasabah Koperasi Simpan Pinjam âMitra Usahaâ Syariah ,0.0018542322159665514,0.996294253310807,0.00185151447322646
PENGARUH KNOWLEDGE MANAGEMENT TERHADAP KINERJA KARYAWAN,0.0030932731149287515,0.9938026157025197,0.003104111182551661
STUDI KOMPARATIF METODE PENJADWALAN PRODUKSI N JOB PADA M MESIN DENGAN POLA ALIR FLOW SHOP (Studi Kasus: UD. Tunas Sejati),0.002735262898067465,0.5906234499592378,0.40664128714269476
PREVENTIVE MAINTENANCE MENGGUNAKAN METODE RELIABILITY CENTERED MAINTENANCE (RCM) PADA PT. ADILUHUNG,0.0013376707578076443,0.9973252968243049,0.0013370324178873171
USULAN TATA LETAK FASILITAS DENGAN PENDEKATAN GROUP TECHNOLOGY,0.0015315651645231312,0.9969390982513738,0.0015293365841032005
Analisis Cluster Industri Kecil Dan Menengah (Studi Kasus: UKM Batik Kabupaten Bangkalan),0.001750028040574113,0.996498224236747,0.001751747722678789
PENJADWALAN PRODUKSI BERDASARKAN PRIORITAS PRODUK DENGAN MENGGUNAKAN METODE CAMPBEL DUDEK AND SMITH (CDS),0.0024967302309078492,0.002476793283766649,0.9950264764853255
Penilaian Kecanggihan Teknologi Menggunakan Metode Teknometrik Sebagai Strategi Pengembangan Teknologi Di PT. Barata Indonesia (Persero),0.0020262532317399337,0.9959491815374658,0.0020245652307943336
"PERANCANGAN DAN PENGEMBANGAN PRODUK OVEN OPAK JEPIT DENGAN PENDEKATAN ANTHROPOMETRI UNTUK MENINGKATKAN PRODUKTIVITAS
(STUDI KASUS : UD. HARAPAN MANDIRI, GRESIK)
",0.0019154261826771673,0.9961505521926577,0.001934021624665018
ANALISIS ERGONOMI MAKRO PADA UKM BATIK DENGAN MENGGUNAKAN SISTEM DINAMIK UNTUK MENINGKATKAN PRODUKTIVITAS(Studi Kasus pada UKM Batik NOVAL PUTRA Desa Paseseh Tanjung Bumi Bangkalan),0.996609584155174,0.0017003067535787003,0.001690109091247284
PERUMUSAN STRATEGI BISNIS DI KOPERASI BMT MANDIRI SEJAHTERA JAWA TIMUR,0.45956938145949067,0.5389081182383787,0.001522500302130556
"INTEGRASI METODE TAGUCHI LOSS FUNCTION  DAN ANALYTICAL HIERARCHY PROCESS  UNTUK PEMILIHAN SUPPLIER
(Studi Kasus : PT. Tirta Mahakam Resource, Tbk Gresik)
",0.0015764404057850001,0.0015614359237667648,0.9968621236704482
Optimalisasi Jumlah Produk dalam Penyusunan Rencana Produksi Harian Roti dengan Menggunakan Dynamic Programming di Lyly Bakery Lamongan ,0.5338378977720978,0.4631617999883846,0.003000302239517514
PERANCANGAN PERBAIKAN PROSES PRODUKSI UNTUK MEMINIMALISASI WASTE DENGAN PENDEKATAN VALSAT (VALUE STREAM ANALYSIS TOOLS) DI CV. ZA TEKNIK GRESIK,0.9963404633418155,0.0018267694422623591,0.0018327672159220933
"ANALISA HUBUNGAN MODEL KUALITAS PELAYANAN, KEPUASAN PELANGGAN, NILAI PELANGGAN TERHADAP LOYALITAS PELANGGAN 
DI PT. PLN BANGKALAN",0.002023009566220169,0.9959343897332146,0.0020426007005651787
PEMETAAN POTENSI DAN STRATEGI PENGEMBANGAN PADA INDUSTRI KREATIF DI KABUPATEN PAMEKASAN,0.996618689428247,0.001686599685679657,0.001694710886073344
"PENENTUAN SUPPLIER YANG EFEKTIF DENGAN PENERAPAN INTEGRASI MODEL SCOR DAN FUZZY AHP DI PT. INDOSPRING, Tbk - GRESIK",0.0016711713340597002,0.7101786125087639,0.2881502161571764
ANALISIS POTENSI INDUSTRI KREATIF SEBAGAI DASAR PENENTUAN KOMPETENSI INTI DAERAH DIKABUPATEN BANGKALAN,0.001859878291329027,0.0018559901945670878,0.9962841315141039
Optimisasi Proses Pemesinan Komponen Otomotif Pada Mesin CNC Dengan Algoritma Simulated Annealing,0.14141724353909685,0.001728076924094439,0.8568546795368087
RUMUSAN STRATEGI PENGEMBANGAN EKSPOR UKM SEPATU DI SURABAYA DENGAN MENGGUNAKAN PENDEKATAN ANP,0.002317058289425666,0.03455410313883601,0.9631288385717384
Prediksi Keberhasilan Mahasiswa Fakultas Teknik Universitas Trunojoyo Madura Dengan Cara Memperbaiki Karakteristik Calon mahasiswa Baru Menggunakan Metode CART,0.7379028708492585,0.0013863551089303551,0.26071077404181114
ANALISIS JALUR DISTRIBUSI UKM BATIK MADURA DENGAN MENGGUNAKAN MODEL INPUT OUTPUT,0.002174784251175178,0.9956510432161115,0.002174172532713317
"Upaya Meminimumkan Waste Pada Unit Shearing Di PT.Indospring, Tbk Dengan Pendekatan Konsep Lean Six Sigma Dan Multi Attribute Failure Mode Analysis",0.002178489604807727,0.6925367262187219,0.3052847841764704
PERANCANGAN MESIN PENCACAH SAMPAH ORGANIK MODEL VERTIKAL,0.9343009825714533,0.0020256722484393737,0.0636733451801074
Usaha Peningkatan Kesehatan Dan Keselamatan Kerja Pada PT. TTT TBK. Dengan Intervensi Aspek Ergonomi Melalui Penerapan Metode Behavior Based Safety,0.002173165786729966,0.13138203892330333,0.8664447952899667
PERANCANGAN DAN PENGEMBANGAN PRODUK ALAT PENCACAH SAMPAH ORGANIK DENGAN PENDEKATAN METODE VDI 2221,0.001719601049163829,0.9745033894868634,0.02377700946397278
PERENCANAAN DAN PENGENDALIAN PRODUKSI PT.âXXXâ,0.9975927441595378,0.0011993298637708136,0.0012079259766913035
IDENTIFIKASI INEFISIENSI DAN PENGUKURAN KINERJA PRODUKSI BERSIH PADA SENTRA UKM BATIK (STUDI KASUS: PADA USAHA INDUSTRI KECIL BATIK DI KABUPATEN BANGKALAN),0.997312251098693,0.0013490996841562096,0.001338649217150718
"RANCANG BANGUN PENERANGAN JALAN KAMPUS BERBASIS LED-SOLARCELL DENGAN PENDEKATAN METODE VDI2221 DAN ANALISIS EKONOMI (PRESENT WORTH VALUE)
",0.001939454927866731,0.001936697017076393,0.9961238480550569
"PENGEMBANGAN PROTOTIPE PENGOLAH LIMBAH BATIK TEKNOLOGI OZON-PLASMA DIELECTRIC BARRIER DISCHARGE DENGAN PENDEKATAN PAHL & BEITZ
(Studi Kasus : UKM Batik Bangkalan,Madura)
",0.9947640402952713,0.002627322234067525,0.002608637470660998
"PENERAPAN METODE MARKOVIAN DECISION PROCESS DAN OEE (OVERALL EQUIPMENT EFFECTIVENESS) UNTUK MENENTUKAN KEBIJAKAN PERAWATAN (Studi Kasus di PT DEN)
",0.0015765798475564996,0.4441032457205014,0.554320174431942
Pengaruh kenaikan harga BBM terhadap pendapatan masyarakat angkutan umum menggunakan pendekatan sistem dinamik. (Studi Kasus: Bangkalan Madura),0.26050741261749194,0.0014059456931022538,0.7380866416894057
Meningkatkan Manajemen Mutu Pada Produksi Air Minum Dalam Kemasan (Amdk),0.9940316416456676,0.0029947214772063084,0.0029736368771261902
ANALISA FAKTOR FAKTOR YANG MEMPENGARUHI  KNOWLEDGE SHARING DI PT TRIDAYA PERKASA PRIMA,0.0022675399641152445,0.17366976544842896,0.8240626945874557
"IDENTIFIKASI DAN UPAYA MENGURANGI PEMBOROSAN PADA PROSES PRODUKSI LANTAI KAYU DENGAN MENGGUNAKAN METODE VALUE STREAM MAPPING (STUDI KASUS: PT TIRTA MAHAKAM RESOURCES TBK, GRESIK)",0.9952124132315726,0.002400243087019894,0.002387343681407388
PERANCANGAN LONG DISTANCE RANGE STUN GUN DENGAN PENDEKATAN VDI2221-AHP,0.43207348124433237,0.0022189483753562557,0.5657075703803114
Desain Faktorial Menggunakan Faktor Lama Fermentasi Dan Konsentrasi Ragi Terhadap Kadar Etanol Dari Umbi Suweg.,0.995162085746538,0.002430854847838126,0.0024070594056238973
Pemilihan alternatif perbaikan desain Roll gilingan dengan menggunakan metode ANALITYCAL HIERARCHY PROCESS (AHP) DI PT. BARATA INDONESIA (PERSERO),0.9957124603107799,0.002133313884411818,0.002154225804808217
Manajamen Proyek Pembangunan Gedung Laboratorium Universitas Trunojoyo Madura Dengan Pendekatan Critical Path Method,0.9056751712855715,0.0023174584680700477,0.09200737024635844
INDENTIFIKASI FAKTOR-FAKTOR YANG MEMPENGARUHI DESAIN KAOS UNTUK PENGEMBANGAN IKM OSNGAOS CLOTHING DENGAN METODE KANSEI ENGINEERING,0.0024794129285600148,0.9950481716253876,0.002472415446052552
PENILAIAN KOMPONEN TEKNOLOGI TERHADAP PERUSAHAAN AIR MINUM DALAM KEMASAN (AMDK) ADENI,0.0019887204982089843,0.9960264161667347,0.0019848633350563138
Pemetaan Potensi dan Penentuan Industri Kreatif Unggulan di Kabupaten Sumenep Madura,0.0025106562995055757,0.0025054443388366114,0.9949838993616578
Analisis Persepsi  Konsumen Pada Rumah Makan Raja Bebek Bangkalan Menggunakan Analisis Citra dan Analisis Biplot,0.0013737852645481648,0.9972522802800868,0.001373934455365039
Pemetaan Beban Sistem Kredit Semester (SKS) dan Indeks Prestasi Sementara (IPS) Mahasiswa Teknik Industri Fakultas Teknik Universitas Trunojoyo Madura,0.002950454833131059,0.994081582123096,0.002967963043772938
PENGEMBANGAN TORQUE MULTIPLIER MOTOR-GENERATOR SEBAGAI SUMBER LISTRIK DARURAT PENGGANTI GENSET DENGAN PENDEKATAN ANALISIS MULTIKRITERIA AHP - PROMETHEE II,0.12349959434874587,0.001430937453749008,0.8750694681975052
"ANALISIS PEMILIHAN ALTERNATIF  PENINGKATAN KINERJA OVEN
TENAGA SURYA DAN HEATER DENGAN PENDEKATAN MULTIKRITERIA
(Studi Kasus:IKM Ambudi Makmur II Bangkalan)",0.40852333406641034,0.5879577507948327,0.0035189151387568954
"MITIGASI RISIKO RANTAI PASOK MENGGUNAKAN PENDEKATAN SUPPLY CHAINRISK MANAGEMENT (SCRM)
Studi Kasus : PT. Barata Indonesia (Persero)
",0.46452439119795047,0.1276889095737729,0.4077866992282765
Analisis Pengaruh Hubungan Supplier â Manufacturer Terhadap Kinerja Rantai Pasok,0.0021449763645748766,0.9957200828483217,0.002134940787103406
Rancang Bangun Penepung Alat Pembuat Pakan Ikan Bentuk Pellet,0.9969408936904657,0.0015289247489490548,0.0015301815605852636
ANALISIS MODEL E-BIKE DENGAN PENDEKATAN MULTRIKRITERIA ANALITICAL HIERARCHY PROCESS (AHP)  DAN PROMETHEE II,0.8374326687788812,0.0014308159535959069,0.16113651526752298
"Simulasi Dan Analisis Perbaikan Pelayanan Kasir
Study Kasus Di Swalayan ABC
",0.995336022010756,0.002328927421434393,0.0023350505678096283
Studi Perbaikan Penilaian Kinerja Karyawan Dengan  Menggunakan Metode Analytical Hierarchy Process (AHP) di PT. PG Candi Baru Sidoarjo,0.0017396248977411513,0.9965327121416268,0.0017276629606320013
"Analisis Human Error Yang Mempengaruhi Cacat Produk Dengan Menggunakan Pendekatan Human Reliability Assessment (HRA) (Studi Kasus: UD. Alfian Jaya Wedoro, Sidoarjo)",0.9777385554550537,0.001255830650335924,0.021005613894610378
Optimalisasi Produksi Lantai Kayu Dengan Menggunakan Metode Linier Programming (Studi Kasus : PT XXX),0.9959709197718045,0.002011349688427538,0.002017730539767885
Perencanaan Kapasitas Produksi Sandal Dengan Metode Manufacturing Resource Planning (MRP II),0.7927802176557635,0.0013200099855073622,0.20589977235872925
Penjadwalan Produksi Menggunakan Metode Branch And bound (Studi Kasus :PTABC Tbk),0.002589200471958899,0.0025888575808202014,0.9948219419472208
"Analisis Workload Operator Produksi Rokok Untuk Perbaikan Sistem Kerja (Studi Kasus : PT. Seribu Satu Alami, Desa Kertagena Tengah, Kecamatan Kadur, Kabupaten Pamekasan)",0.00145085798742226,0.0014475957421037592,0.997101546270474
Analisis dan Usulan Perbaikan Pemborosan (Waste) pada Produksi Pintu Besi dengan Pendekatan Value Stream Mapping dan Ergonomi,0.9971263751702237,0.0014322114173044376,0.001441413412471867
"ANALISIS PRODUKTIVITAS DENGAN METODE JARINGAN SYARAF TIRUAN (JST) BERDASARKAN PENDEKATAN ERGONOMI
(Studi Kasus: UD. NATURAL, Petemon, Surabaya)",0.0010820677371563075,0.9978357010613272,0.0010822312015163768
"PENJADWALAN MATA KULIAH MENGGUNAKAN METODE ALGORITMA GENETIKA
(Studi Kasus : Program Studi Teknik Industri Universitas Trunodjoyo Madura)",0.001857232720573498,0.0018524510221075384,0.9962903162573189
PENGEMBANGAN MOTIONLESS ELECTROMAGNETIC INDUCTION GENERATOR DENGAN PENDEKATAN PAHL & BEITZ - AHP,0.0023066066458858957,0.0022999638506013545,0.9953934295035128
ANALISIS RANTAI NILAI DAN STAKEHOLDER ENGAGEMENT SEBAGAI PERUMUSAN STRATEGI PENGEMBANGAN INDUSTRI KREATIF SUBSEKTOR KERAJINAN BANGKALAN,0.0014509200716321415,0.9971052331481041,0.0014438467802639682
Evaluasi Environmental Performance Index dan Pengurangan Limbah Di UD. Pranspul Bangkalan Dengan Menggunakan Metode Green Productivity,0.16017121876639204,0.34073123125161875,0.49909754998198924
"PERBAIKAN SISTEM PRODUKSI UNTUK MEREDUKSI WASTE DENGAN MENGGUNAKAN METODE LEAN MANUFACTURING 
PADA PT. BARATA INDONESIA
",0.9967496942750944,0.0016240037786120732,0.0016263019462935185
"EVALUASI DAN USULAN PERBAIKAN PROSES PRODUKSI
UNTUK MEMINIMASI WASTE DENGAN METODE
LEAN SIX SIGMA
(Studi Kasus: Di PT. RXP, Sidoarjo)",0.29399276924517864,0.7040557832308064,0.001951447524014832
PENINGKATAN PRODUKTIVITAS JASA PELAYANAN PADA LOKET PENGIRIMAN BARANG MENGGUNAKAN MULTIFACTOR PRODUCTIVITY (Studi Kasus: Kantor Pos Besar Surabaya),0.9959210183753607,0.002037477416023607,0.002041504208615665
RancangBangun Alat Pembuat Pakan Lele Bentuk Pelet Apung,0.9975307739698956,0.001228297503531278,0.0012409285265730877
PENGENDALIAN PERSEDIAAN BAHAN BAKU PADA PT. KAROMAH MENGGUNAKAN METODE EOQ (ECONOMIC ORDER QUANTITY),0.9965894503152617,0.0016980362588465182,0.0017125134258917363
Penjadwalan Produksi Flowshop Untuk Minimasi Total Penalty Dengan Menggunakan Particle Swarm Optimization,0.0018654846680617608,0.0018597139489650073,0.9962748013829733
Optimalisasi Jumlah Produksi dengan Metode Linier Programming,0.003236833605817561,0.9935484720128694,0.003214694381313019
"PENJADWALAN PERAWAT DI PUSKESMAS KAMAL, BANGKALAN",0.0038364826230667744,0.7653854573480093,0.23077806002892384
PENINGKATAN NILAI TAMBAH LIMBAH BITTERN UNTUK MENINGKATKAN PRODUKTIVITAS INDUSTRI GARAM,0.996359328658251,0.0018249816928589463,0.0018156896488900208
ANALISIS PENGEMBANGAN PRODUK SANDAL DENGAN MENGGUNAKAN MULTIVARIAT KONJOIN,0.4769481473266558,0.5214090203532298,0.0016428323201145036
Rancang Ulang  Kaleles Karapan Sapi Yang Ergonomis Untuk Meningkatkan Keselamatan Joki,0.002022581754119105,0.7407370996553703,0.2572403185905106
Rancang Bangun Prototipe Pencetak Pelet Ikan Apung Tipe Vertikal Menggunakan Reverse Engineering,0.9973370120439035,0.0013282261836258466,0.0013347617724707205
EVALUASI HUMAN ERROR PADA PROSES PRODUKSI BATIK TULIS TANJUNG BUMI DI UD SUTRA KENCANA,0.17626353058459296,0.3709106971394925,0.45282577227591464
ANALISIS BIOMEKANIKA KERJA DAN JOB STRAIN INDEX UNTUK MENGURANGI HUMAN ERROR PADA INDUSTRI KONVEKSI DI KABUPATEN PAMEKASAN (Studi Kasus Industri Konveksi Kabupaten Pamekasan),0.17702426377574484,0.0015082518077330117,0.8214674844165221
PERANCANGAN PRODUK PORTABLE CRUSHER PENGOLAH SAMPAH,0.9967824584770244,0.0016127246627617674,0.0016048168602139186
"Rancang Bangun Prototipe Ultrasonic Cleaner dengan pendekatan
 Desaign For Sustamability dengan mengunakan 
Piezoelectric Rochelle Salt
",0.9973734646042367,0.0013061111185792937,0.0013204242771839214
USULAN STRATEGI PEMASARAN PADA MEBEL MENGGUNAKAN BANTUAN ANALISIS KONJOIN,0.0019059656764385904,0.0019064771046626446,0.9961875572188987
"PERENCANAAN  KEBUTUHAN BAHAN BAKU MENGGUNAKAN METODE MATERIAL REQUIEREMENT PLANNING (MRP)
( STUDI KASUS : SHIRAKATA ENGINEERING -  PASURUAN)
",0.9951618158640486,0.002396502042136868,0.0024416820938144928
"ANALISIS PENGARUH KEPEMIMPINAN, ORIENTASI TEKNOLOGI, SERTA ORIENTASI PASAR PADA INOVASI PRODUK DAN PERUMUSAN STRATEGI PENINGKATAN DAYA SAING UKM BATIK BANGKALAN",0.33559785577054085,0.6620061251540472,0.002396019075412
REDESAIN MIXER PENGADUK PAKAN TERNAK DAN IKAN TIPEHORIZONTAL MENGGUNAKAN UJI T,0.9974700887848386,0.0012663064499490785,0.0012636047652122557
PENENTUAN DAN STRATEGI PENGEMBANGAN PRODUK PRIORITAS KLASTER INDUSTRI KECIL DAN MENENGAH TERTENTU DALAM PENGUATAN SISTEM INOVASI DAERAH KABUPATEN BANGKALAN,0.9973558448119455,0.0013263666441451331,0.001317788543909255
APLIKASI VALUE STREAM MAPPING DI PT BEHAESTEX GRESIK,0.9972413785462445,0.0013750971752714265,0.0013835242784839574
PERENCANAAN DAN PENGENDALIAN PERSEDIAAN OBAT DI RUMAH SAKIT XYZ,0.001571943242547617,0.0015664739982043272,0.996861582759248
PENERAPAN KNOWLEDGE CONVERSION UNTUK STANDARDISASI PROSES PENGECAPAN PADA UKM BATIK DENGAN METODE SECI,0.0019415157616276344,0.9961289164241819,0.0019295678141905438
"PERANCANGAN KEMUDI PERAHU TRADISIONAL UNTUK MENGURANGI KELELAHAN OTOT DENGAN MENGGUNAKAN PENDEKATAN ANTHROPOMETRI DAN METODE REBA (STUDI KASUS: KAMPUNG NELAYAN BANDARAN, BANGKALAN - MADURA)",0.0015910535205658277,0.7766259717792897,0.22178297470014458
Analisa pengendalian kualitas produksi berdasarkan pemetaan value stream mapping dan statistical process control,0.4047580644701106,0.5933183426600519,0.001923592869837423
DECISION SUPPORT SYSTEM INVENTORY DENGAN PENDEKATAN METODE EOQ MULTI ITEM,0.0022979166931955865,0.9954166146772525,0.002285468629551965
STRATEGI ADOPSI TEKNOLOGI PADA INDUSTRI KREATIF SUBSEKTOR BATIK DI KABUPATEN BANGKALAN,0.002435479709312749,0.9951325991560298,0.0024319211346573912
"REDESIGN KEMASAN PRODUK RENGGINANG LORJUK DENGAN MENGGUNAKAN 
METODE KANSEI ENGINEERING DAN AHP
(Analytical Hierarchy Process)",0.41735431927128935,0.5813326419052192,0.0013130388234914867
